oblast,raion,city,district,street_new,street_old,house_raw,house_num,house_slash,house_dash,house_letter,postcode,oblast_code,raion_code,city_code,district_code
,,Харків,Шевченківський район,вулиця Євгенія Єніна,вулиця Бакуліна,18,18,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,12 (п7-п17),12 (п7-п17),,,,,,,,
,,Харків,Шевченківський район,вулиця Євгенія Єніна,вулиця Бакуліна,10,10,,,,,,,,
,,Харків,Шевченківський район,Шатилівська вулиця,Леніна вулиця,5,5,,,,,,,,
,,Харків,Шевченківський район,Шатилівська вулиця,Леніна вулиця,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,22,22,,,,61166,,,,
,,Харків,Шевченківський район,Шатилівська вулиця,Леніна вулиця,1,1,,,,,,,,
,,Харків,Шевченківський район,Кримська вулиця,,6а,6,,,а,,,,,
,,Харків,Шевченківський район,Самокиша провулок,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,26,26,,,,,,,,
,,Харків,Шевченківський район,проспект Науки,Леніна проспект,21а,21,,,а,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,2,2,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,6а,6,,,а,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,16,16,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,186б,186,,,б,,,,,
,,Харків,Шевченківський район,вулиця Культури,,20,20,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,12,12,,,,,,,,
,,Харків,Шевченківський район,Європейська вулиця,Новгородська вулиця,1,1,,,,61145,,,,
,,Харків,Шевченківський район,Космічна вулиця,,23,23,,,,61145,,,,
,,Харків,Шевченківський район,вулиця Культури,,10а,10,,,а,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,14,14,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,12,12,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,28,28,,,,,,,,
,,Харків,Шевченківський район,Космічна вулиця,,16,16,,,,61145,,,,
,,Харків,Шевченківський район,Інженерний провулок,,7,7,,,,,,,,
,,Харків,Шевченківський район,Інженерний провулок,,4,4,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,2,2,,,,,,,,
,,Харків,Шевченківський район,Космічна вулиця,,12а,12,,,а,61145,,,,
,,Харків,Шевченківський район,Космічна вулиця,,23А/2,23А/2,,,,61145,,,,
,,Харків,Шевченківський район,Фанінський провулок,,4,4,,,,,,,,
,,Харків,Шевченківський район,Кримська вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Культури вулиця,,20в,20,,,в,,,,,
,,Харків,Шевченківський район,вулиця Культури,,16а,16,,,а,,,,,
,,Харків,Шевченківський район,вулиця Культури,,10,10,,,,,,,,
,,Харків,Шевченківський район,Динамівська вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Динамівська вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,вулиця Квітки-Основ’яненка,,9,9,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,104а,104,,,а,,,,,
,,Харків,Шевченківський район,вулиця Бориса Чичибабіна,,2,2,,,,,,,,
,,Харків,Шевченківський район,проспект Незалежності,Правди проспект,1,1,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,39,39,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,191,191,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,188,188,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,171,171,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Трінклера,,14,14,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,6,6,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,20,20,,,,,,,,
,,Харків,Шевченківський район,вулиця Данилевського,,24,24,,,,,,,,
,,Харків,Шевченківський район,вулиця Культури,,18,18,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,195г,195,,,г,,,,,
